2 	-4.90934 	1.15829e-17 	-0.0370633
2 	-4.7312 	1.49656e-17 	-0.0373685
2 	-4.55927 	1.86952e-17 	-0.0379502
2 	-4.39335 	2.39861e-17 	-0.0387875
2 	-4.23322 	2.49402e-17 	-0.0398613
2 	-4.07868 	2.06034e-17 	-0.041157
2 	-3.92954 	1.82615e-17 	-0.0426622
2 	-3.78561 	1.76544e-17 	-0.0443661
2 	-3.6467 	1.50523e-17 	-0.0462601
2 	-3.51265 	1.07155e-17 	-0.0483362
2 	-3.38328 	6.37868e-18 	-0.0505876
2 	-3.25842 	5.77153e-18 	-0.0530081
2 	-3.13793 	7.15931e-18 	-0.0555921
2 	-3.02164 	5.25111e-18 	-0.0583342
2 	-2.90941 	8.37362e-18 	-0.0612293
2 	-2.80111 	1.23635e-17 	-0.0642725
2 	-2.69658 	1.30574e-17 	-0.067459
2 	-2.59571 	1.11492e-17 	-0.0707842
2 	-2.49835 	1.01083e-17 	-0.0742433
2 	-2.4044 	1.73942e-17 	-0.0778317
2 	-2.31373 	1.70472e-17 	-0.0815449
2 	-2.22623 	1.47054e-17 	-0.0853785
2 	-2.14178 	1.36645e-17 	-0.0893281
2 	-2.06028 	1.28839e-17 	-0.0933896
2 	-1.98162 	1.60931e-17 	-0.0975591
2 	-1.90572 	1.90422e-17 	-0.101833
2 	-1.83246 	1.67003e-17 	-0.106208
2 	-1.76176 	9.32771e-18 	-0.110682
2 	-1.69353 	5.25111e-18 	-0.115251
2 	-1.62769 	6.8991e-18 	-0.119916
2 	-1.56414 	1.02818e-17 	-0.124672
2 	-1.50281 	1.16696e-17 	-0.12952
2 	-1.44363 	9.32771e-18 	-0.134457
2 	-1.38651 	6.72563e-18 	-0.139481
2 	-1.33138 	6.29195e-18 	-0.144592
2 	-1.27818 	2.36535e-18 	-0.149787
2 	-1.22684 	-1.60104e-18 	-0.155061
2 	-1.17729 	-1.94799e-18 	-0.160413
2 	-1.12947 	1.8684e-18 	-0.165928
2 	-1.08332 	1.69493e-18 	-0.171397
2 	-1.04642 	3.06378e-18 	-0.174308
2 	-1.02058 	-8.09353e-18 	-0.172691
2 	-1.00602 	-1.28188e-17 	-0.193114
2 	-0.988166 	-1.94388e-17 	-0.190255
2 	-0.958082 	-2.46438e-17 	-0.187602
2 	-0.927383 	-2.50436e-17 	-0.184838
2 	-0.910757 	-1.34411e-17 	-0.181631
2 	-0.894961 	-2.80226e-18 	-0.206751
2 	-0.864208 	-5.50908e-18 	-0.204434
2 	-0.831768 	-9.04894e-18 	-0.201677
2 	-0.803909 	1.92437e-18 	-0.19842
2 	-0.787284 	1.07235e-17 	-0.228044
2 	-0.765275 	9.83199e-18 	-0.225792
2 	-0.731263 	8.66268e-18 	-0.222893
2 	-0.696767 	6.96501e-18 	-0.219276
2 	-0.663997 	-4.39948e-19 	-0.214873
2 	-0.646405 	-5.76388e-18 	-0.251094
2 	-0.62641 	-6.61469e-18 	-0.247389
2 	-0.590594 	-6.53353e-18 	-0.242685
2 	-0.554381 	-4.64056e-18 	-0.236949
2 	-0.517797 	-4.75353e-18 	-0.230187
2 	-0.480864 	4.89868e-18 	-0.22245
2 	-0.457793 	6.57475e-18 	-0.213824
2 	-0.439086 	1.2275e-18 	-0.25753
2 	-0.406049 	1.79659e-19 	-0.248825
2 	-0.368216 	1.57118e-19 	-0.239318
2 	-0.330134 	-1.56969e-18 	-0.229232
2 	-0.291827 	-6.45776e-18 	-0.218843
2 	-0.253321 	-5.51023e-18 	-0.208477
2 	-0.214642 	-1.64319e-18 	-0.19868
2 	-0.175817 	1.05165e-19 	-0.189381
2 	-0.136871 	-5.86055e-19 	-0.181312
2 	-0.0978321 	-5.44367e-18 	-0.174873
2 	-0.0587261 	-4.76141e-18 	-0.170365
2 	-0.0195798 	-3.42279e-18 	-0.168039
2 	0.0195798 	-3.02637e-18 	-0.168039
2 	0.0587261 	7.03471e-18 	-0.170365
2 	0.0978321 	6.81235e-18 	-0.174873
2 	0.136871 	1.64286e-18 	-0.181312
2 	0.175817 	4.61545e-18 	-0.189381
2 	0.214642 	4.60181e-18 	-0.19868
2 	0.253321 	3.33686e-18 	-0.208477
2 	0.291827 	1.17411e-18 	-0.218843
2 	0.330134 	-1.73472e-18 	-0.229232
2 	0.368216 	-3.46945e-18 	-0.239318
2 	0.406049 	-3.1225e-18 	-0.248825
2 	0.439086 	3.46945e-19 	-0.25753
2 	0.457793 	-1.44984e-18 	-0.213824
2 	0.480864 	-3.93711e-18 	-0.22245
2 	0.517797 	1.16066e-17 	-0.230187
2 	0.554381 	1.17099e-17 	-0.236949
2 	0.590594 	1.11022e-17 	-0.242685
2 	0.62641 	1.14492e-17 	-0.247389
2 	0.646405 	9.19489e-18 	-0.251094
2 	0.663997 	-7.71325e-18 	-0.214873
2 	0.696767 	6.95076e-18 	-0.219276
2 	0.731263 	1.05141e-17 	-0.222893
2 	0.765275 	9.36751e-18 	-0.225792
2 	0.787284 	9.11309e-18 	-0.228044
2 	0.803909 	1.71855e-18 	-0.19842
2 	0.831768 	-6.25262e-18 	-0.201677
2 	0.864208 	-4.26807e-18 	-0.204434
2 	0.894961 	-3.1225e-18 	-0.206751
2 	0.910757 	-5.51072e-18 	-0.181631
