2 	-4.90934 	1.15829e-17 	1.14932 	-0.00132646 	0
2 	-4.7312 	1.49656e-17 	1.14985 	-0.00390133 	0
2 	-4.55927 	1.86952e-17 	1.15086 	-0.00642238 	0
2 	-4.39335 	2.39861e-17 	1.15229 	-0.00885913 	0
2 	-4.23322 	2.49402e-17 	1.15411 	-0.0112353 	0
2 	-4.07868 	2.06034e-17 	1.15628 	-0.0135509 	0
2 	-3.92954 	1.82615e-17 	1.15876 	-0.0158094 	0
2 	-3.78561 	1.76544e-17 	1.16151 	-0.0180139 	0
2 	-3.6467 	1.50523e-17 	1.16452 	-0.0201646 	0
2 	-3.51265 	1.07155e-17 	1.16775 	-0.0222622 	0
2 	-3.38328 	6.37868e-18 	1.17117 	-0.0243056 	0
2 	-3.25842 	5.77153e-18 	1.17476 	-0.0262936 	0
2 	-3.13793 	7.15931e-18 	1.17851 	-0.0282241 	0
2 	-3.02164 	5.25111e-18 	1.18239 	-0.0300948 	0
2 	-2.90941 	8.37362e-18 	1.18637 	-0.0319029 	0
2 	-2.80111 	1.23635e-17 	1.19045 	-0.0336457 	0
2 	-2.69658 	1.30574e-17 	1.1946 	-0.0353201 	0
2 	-2.59571 	1.11492e-17 	1.19882 	-0.0369234 	0
2 	-2.49835 	1.01083e-17 	1.20307 	-0.0384529 	0
2 	-2.4044 	1.73942e-17 	1.20736 	-0.0399064 	0
2 	-2.31373 	1.70472e-17 	1.21168 	-0.0412823 	0
2 	-2.22623 	1.47054e-17 	1.21601 	-0.0425795 	0
2 	-2.14178 	1.36645e-17 	1.22037 	-0.043798 	0
2 	-2.06028 	1.28839e-17 	1.22476 	-0.0449379 	0
2 	-1.98162 	1.60931e-17 	1.22919 	-0.045999 	0
2 	-1.90572 	1.90422e-17 	1.23365 	-0.0469797 	0
2 	-1.83246 	1.67003e-17 	1.23811 	-0.0478768 	0
2 	-1.76176 	9.32771e-18 	1.24251 	-0.0486866 	0
2 	-1.69353 	5.25111e-18 	1.24678 	-0.0494058 	0
2 	-1.62769 	6.8991e-18 	1.25084 	-0.0500322 	0
2 	-1.56414 	1.02818e-17 	1.25459 	-0.0505618 	0
